selection,scenario_name,veh_year,veh_pt_type,drag_coef,frontal_area_m2,veh_override_kg,fc_peak_eff_override,mc_peak_eff_override,stop_start,force_aux_on_fc,glider_kg,veh_cg_m,drive_axle_weight_frac,wheel_base_m,cargo_kg,comp_mass_multiplier,fs_max_kw,fs_secs_to_peak_pwr,fs_kwh,fs_kwh_per_kg,fc_max_kw,fc_pwr_out_perc,fc_eff_map,fc_eff_type,fc_sec_to_peak_pwr,fc_base_kg,fc_kw_per_kg,min_fc_time_on,idle_fc_kw,mc_max_kw,mc_pwr_out_perc,mc_eff_map,mc_sec_to_peak_pwr,mc_pe_kg_per_kw,mc_pe_base_kg,ess_max_kw,ess_max_kwh,ess_kg_per_kwh,ess_base_kg,ess_round_trip_eff,ess_life_coef_a,ess_life_coef_b,min_soc,max_soc,ess_dischg_to_fc_max_eff_perc,ess_chg_to_fc_max_eff_perc,wheel_inertia_kg_m2,num_wheels,wheel_rr_coef,wheel_radius_m,wheel_coef_of_fric,max_accel_buffer_mph,max_accel_buffer_perc_of_useable_soc,perc_high_acc_buf,mph_fc_on,kw_demand_fc_on,max_regen,alt_eff,chg_eff,aux_kw,trans_kg,trans_eff,ess_to_fuel_ok_error,val_udds_mpgge,val_hwy_mpgge,val_comb_mpgge,val_udds_kwh_per_mile,val_hwy_kwh_per_mile,val_comb_kwh_per_mile,val_cd_range_mi,val_const65_mph_kwh_per_mile,val_const60_mph_kwh_per_mile,val_const55_mph_kwh_per_mile,val_const45_mph_kwh_per_mile,val_unadj_udds_kwh_per_mile,val_unadj_hwy_kwh_per_mile,val0_to60_mph,val_ess_life_miles,val_range_miles,val_veh_base_cost,val_msrp
259,"Class 8 Day cab high roof (FCEV, 2050, no program)",2050,HEV,0.72,10.4,NA,0.68,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,674,1.9,290.62,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.8,5,0,290.62,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,319.69,20,5.6,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.004623,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,"Class 8 Day cab mid roof (FCEV, 2050, no program)",2050,HEV,0.440000981,7.7,NA,0.68,-1,FALSE,FALSE,10832.26287,-0.46,0.8,4.43,17236,1.2,5000,1,748.3177777,1.9,347.9380333,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.8,5,0,317.2590637,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,337.5096422,31.35642091,5.6,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.004775904,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,"Class 8 Day cab low roof (FCEV, 2050, no program)",2050,HEV,0.380976459,6.9,NA,0.68,-1,FALSE,FALSE,10832.26287,-0.46,0.8,4.43,17236,1.2,5000,1,748.3177777,1.9,347.9380333,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.8,5,0,317.2590637,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.13,0,337.5096422,31.35642091,5.6,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.004775904,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,"Class 8 Day cab high roof (FCEV, 2025, program success)",2025,HEV,0.72,10.4,NA,0.64,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,1348,1.8,322.74,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.7,5,0,322.74,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,355.01,20,7.78,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.005931667,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,"Class 8 Day cab mid roof (FCEV, 2025, program success)",2025,HEV,0.602702206,7.7,NA,0.64,-1,FALSE,FALSE,10665.83296,-0.46,0.8,4.43,17236,1.2,5000,1,958.2233284,1.8,365.0015263,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.7,5,0,332.5656964,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,353.793294,33.13310832,7.78,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,"Class 8 Day cab low roof (FCEV, 2025, program success)",2025,HEV,0.52185191,6.9,NA,0.64,-1,FALSE,FALSE,10665.83296,-0.46,0.8,4.43,17236,1.2,5000,1,958.2233284,1.8,365.0015263,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.7,5,0,332.5656964,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.39,0,353.793294,33.13310832,7.78,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,"Class 8 Day cab high roof (FCEV, 2030, program success)",2030,HEV,0.72,10.4,NA,0.68,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,1011,2,317.68,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.8,5,0,317.68,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,349.45,20,5.83,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.005721875,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,"Class 8 Day cab mid roof (FCEV, 2030, program success)",2030,HEV,0.569954855,7.7,NA,0.68,-1,FALSE,FALSE,10725.4713,-0.46,0.8,4.43,17236,1.2,5000,1,918.2073646,2,361.1021904,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.8,5,0,328.6890752,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,349.669229,32.79949633,5.83,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.005808692,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,"Class 8 Day cab low roof (FCEV, 2030, program success)",2030,HEV,0.493497496,6.9,NA,0.68,-1,FALSE,FALSE,10725.4713,-0.46,0.8,4.43,17236,1.2,5000,1,918.2073646,2,361.1021904,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.8,5,0,328.6890752,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.22,0,349.669229,32.79949633,5.83,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.005808692,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,"Class 8 Day cab high roof (FCEV, 2035, program success)",2035,HEV,0.72,10.4,NA,0.69,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,1211,2.05,313.47,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.85,5,0,313.47,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.195,0,344.82,20,5.25,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.005360938,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,"Class 8 Day cab mid roof (FCEV, 2035, program success)",2035,HEV,0.53918422,7.7,NA,0.69,-1,FALSE,FALSE,10671.37625,-0.46,0.8,4.43,17236,1.2,5000,1,872.1494162,2.05,358.5636048,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.85,5,0,326.4863062,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.195,0,347.3258576,32.43658086,5.25,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.005442278,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,"Class 8 Day cab low roof (FCEV, 2035, program success)",2035,HEV,0.46685463,6.9,NA,0.69,-1,FALSE,FALSE,10671.37625,-0.46,0.8,4.43,17236,1.2,5000,1,872.1494162,2.05,358.5636048,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.85,5,0,326.4863062,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.195,0,347.3258576,32.43658086,5.25,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.005442278,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,"Class 8 Day cab high roof (FCEV, 2040, program success)",2040,HEV,0.72,10.4,NA,0.7,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,1411,2.1,309.26,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.9,5,0,309.26,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,340.19,20,4.67,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.005,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,"Class 8 Day cab mid roof (FCEV, 2040, program success)",2040,HEV,0.508413586,7.7,NA,0.7,-1,FALSE,FALSE,10617.28121,-0.46,0.8,4.43,17236,1.2,5000,1,826.0914679,2.1,356.0250192,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.9,5,0,324.2835371,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,344.9824863,32.0736654,4.67,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.005075864,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,"Class 8 Day cab low roof (FCEV, 2040, program success)",2040,HEV,0.440211764,6.9,NA,0.7,-1,FALSE,FALSE,10617.28121,-0.46,0.8,4.43,17236,1.2,5000,1,826.0914679,2.1,356.0250192,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,0.9,5,0,324.2835371,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.17,0,344.9824863,32.0736654,4.67,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.005075864,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,"Class 8 Day cab high roof (FCEV, 2050, program success)",2050,HEV,0.72,10.4,NA,0.72,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,674,2.2,290.62,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,1,5,0,290.62,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.08,0,319.69,20,4.38,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.004,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"Class 8 Day cab mid roof (FCEV, 2050, program success)",2050,HEV,0.440022394,7.7,NA,0.72,-1,FALSE,FALSE,10641.1296,-0.46,0.8,4.43,17236,1.2,5000,1,715.2843171,2.2,344.8137842,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,1,5,0,314.24453,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.08,0,334.3026915,31.02157622,4.38,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.004060691,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"Class 8 Day cab low roof (FCEV, 2050, program success)",2050,HEV,0.380995,6.9,NA,0.72,-1,FALSE,FALSE,10641.1296,-0.46,0.8,4.43,17236,1.2,5000,1,715.2843171,2.2,344.8137842,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.1,0.3,0.36,0.45,0.5,0.56,0.58,0.6,0.58,0.57,0.55,0.54]",H2FC,5,0,1,5,0,314.24453,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.08,0,334.3026915,31.02157622,4.38,75,0.97,130,-0.6811,0.1,0.8,0,0,11.84,18,0.004060691,0.506,0.6,60,0.2,0,1,9999,0.9,1,0.98,2.74,300,0.99,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,"Class 8 Day cab high roof (PHEV, 2025, no program)",2025,PHEV,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,328.97,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,5,0,0.26,5,0,354.88,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.58,0,380.64,985.82,4.39,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005931667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,"Class 8 Day cab mid roof (PHEV, 2025, no program)",2025,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11058.04778,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,335.6919976,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04372613,0.0655892,0.12024686,0.21863066,0.27328832,0.36074058,0.40446671,0.44819284,0.48098744,0.49191898,0.49191898,0.49191898]",HD_Diesel,5,0,0.26,5,0,351.4013719,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.58,0,373.8312467,625.0556932,4.39,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"Class 8 Day cab low roof (PHEV, 2025, no program)",2025,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11058.04778,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,335.6919976,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04372613,0.0655892,0.12024686,0.21863066,0.27328832,0.36074058,0.40446671,0.44819284,0.48098744,0.49191898,0.49191898,0.49191898]",HD_Diesel,5,0,0.26,5,0,351.4013719,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.58,0,373.8312467,625.0556932,4.39,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.006021667,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.23,300,0.97,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,"Class 8 Day cab high roof (PHEV, 2030, no program)",2030,PHEV,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,318.38,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,5,0,0.26,5,0,337.75,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,357.79,838.92,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005733875,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"Class 8 Day cab mid roof (PHEV, 2030, no program)",2030,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11060.50245,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,330.3990343,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04449976,0.06674965,0.12237435,0.22249882,0.27812353,0.36712305,0.41162282,0.45612258,0.4894974,0.50062235,0.50062235,0.50062235]",HD_Diesel,5,0,0.26,5,0,345.9379977,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,368.0191465,590.6851365,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005923521,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"Class 8 Day cab low roof (PHEV, 2030, no program)",2030,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11060.50245,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,330.3990343,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04449976,0.06674965,0.12237435,0.22249882,0.27812353,0.36712305,0.41162282,0.45612258,0.4894974,0.50062235,0.50062235,0.50062235]",HD_Diesel,5,0,0.26,5,0,345.9379977,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.33,0,368.0191465,590.6851365,3.67,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005923521,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,3.03,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,"Class 8 Day cab high roof (PHEV, 2035, no program)",2035,PHEV,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,313.705,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,5,0,0.26,5,0,330.21,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,347.705,779.81,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005481438,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,"Class 8 Day cab mid roof (PHEV, 2035, no program)",2035,PHEV,0.82,7.7,NA,-1,-1,FALSE,FALSE,11054.34594,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,328.6748037,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04535603, 0.06803405, 0.12472909000000001, 0.226780165, 0.28347521, 0.37418727, 0.41954331, 0.46489934, 0.49891636000000006, 0.5102553750000001, 0.5102553750000001, 0.5102553750000001]",HD_Diesel,5,0,0.26,5,0,344.3089214,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,366.2860866,563.9874902,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005659208,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,"Class 8 Day cab low roof (PHEV, 2035, no program)",2035,PHEV,0.71,6.9,NA,-1,-1,FALSE,FALSE,11054.34594,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,328.6748037,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04535603, 0.06803405, 0.12472909000000001, 0.226780165, 0.28347521, 0.37418727, 0.41954331, 0.46489934, 0.49891636000000006, 0.5102553750000001, 0.5102553750000001, 0.5102553750000001]",HD_Diesel,5,0,0.26,5,0,344.3089214,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.29,0,366.2860866,563.9874902,3.31,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005659208,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.945,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,"Class 8 Day cab high roof (PHEV, 2040, no program)",2040,PHEV,0.72,10.4,NA,-1,-1,FALSE,FALSE,11095,-0.46,0.8,4.43,17236,1.2,5000,1,11385,12.67,309.03,"[0.,0.005,0.015,0.04,0.06,0.1,0.14,0.2,0.4,0.6,0.8,1.]","[0.04,0.06,0.11,0.2,0.25,0.33,0.37,0.41,0.44,0.45,0.45,0.45]",HD_Diesel,5,0,0.26,5,0,322.67,"[0.,0.02,0.04,0.06,0.08,0.1,0.2,0.4,0.6,0.8,1.]","[0.83,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.94,0.93,0.92]",1,0.25,0,337.62,720.7,2.95,75,0.97,130,-0.6811,0.05,0.95,0,0,11.84,18,0.005229,0.506,0.6,60,0.2,0,55,9999,0.9,1,0.98,2.86,300,0.98,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
