"","CABSLEEPER","WEIGHTAVG","WEIGHTEMPTY","TAB_TRUCKS","TAB_MILES"
"45708","Day",52000,NA,60.5682,630515
"45709","Sleeper",78000,26000,60.5682,242273
"45710","Day",62000,38000,60.5682,1800391
"45711","Day",75000,42000,60.5682,181705
"45712","Day",54000,34000,60.5682,7389324
"45714","Sleeper",35000,18000,60.5682,4907117
"45715","Sleeper",80000,35000,60.5682,8569193
"45716","Day",70000,35000,60.5682,1817047
"45717","Day",83000,30000,60.5682,2422729
"45718","Sleeper",79000,NA,60.5682,2725570
"45720","Sleeper",80000,33200,60.5682,3028411
"45721","Day",79500,32000,60.5682,4542617
"45722","Day",72000,25000,60.5682,4801062
"45723","Sleeper",52000,NA,60.5682,0
"45724","Day",80000,27000,60.5682,503685
"45725","Sleeper",80000,26500,60.5682,1547700
"45728","Day",68000,32800,60.5682,1953325
"45729","Day",73000,27000,60.5682,1817047
"45730","Sleeper",46000,19850,60.5682,302841
"45731","Day",54600,34600,60.5682,2179124
"45732","Day",80000,29000,60.5682,1514993
"45734","Sleeper",80000,28000,60.5682,7138632
"45735","Day",80000,25000,60.5682,3900594
"45736","Day",80000,NA,60.5682,1211365
"45737","Day",79500,24600,60.5682,4031966
"45738","Day",39600,29600,60.5682,3359841
"45739","Sleeper",70000,32850,60.5682,8141884
"45740","Sleeper",80000,NA,60.5682,605682
"45742","Sleeper",68000,41600,60.5682,5451141
"45743","Sleeper",72000,36000,60.5682,6020482
"45744","Sleeper",65000,17500,60.5682,10255049
"45745","Sleeper",79000,31000,60.5682,272557
"45746","Sleeper",60000,35000,60.5682,4611604
"45747","Sleeper",80000,32500,60.5682,347177
"45748","Day",80000,30000,60.5682,5234306
"45750","Sleeper",80000,32500,60.5682,6311209
"45751","Unknown",70000,34000,60.5682,7268187
"45752","Sleeper",80000,31000,60.5682,7873870
"45753","Day",80000,NA,60.5682,1956959
"45754","Unknown",52000,NA,60.5682,0
"45757","Sleeper",56500,29500,60.5682,2949309
"45758","Day",78000,31000,60.5682,5837929
"45759","Day",81000,17620,60.5682,1503546
"45760","Sleeper",70000,35000,60.5682,7268187
"45761","Unknown",35000,NA,60.5682,5045031
"45762","Sleeper",75000,36000,60.5682,5148299
"45763","Sleeper",55000,18000,60.5682,5451141
"45764","Sleeper",80000,18000,60.5682,7244687
"45765","Sleeper",80000,27000,60.5682,6986545
"45766","Day",80000,25800,60.5682,363409
"45769","Day",40000,NA,60.5682,30284
"45770","Day",50000,25000,60.5682,1488767
"46671","Sleeper",78000,32800,16.3299,1619067
"46675","Day",78000,28900,16.3299,51439
"46677","Day",80000,30000,16.3299,97980
"46680","Day",80000,28000,16.3299,518280
"46683","Day",80000,NA,16.3299,339418
"46684","Sleeper",43500,32000,16.3299,515276
"46690","Sleeper",78000,32800,16.3299,1448958
"46693","Day",74700,36200,16.3299,1664579
"46694","Day",78000,27000,16.3299,114310
"46695","Day",78000,28900,16.3299,548687
"46697","Unknown",65000,NA,16.3299,145108
"46699","Sleeper",78000,32800,16.3299,999884
"46700","Day",75000,28000,16.3299,979798
"46702","Day",82000,49000,16.3299,84018
"46703","Day",80000,29000,16.3299,816498
"46705","Sleeper",79500,33000,16.3299,130640
"46707","Day",55000,31000,16.3299,489899
"46709","Sleeper",76000,35000,16.3299,2321942
"46711","Sleeper",52000,NA,16.3299,0
"46712","Sleeper",60000,40000,16.3299,816498
"46713","Unknown",72000,40000,16.3299,1959596
"46714","Day",80000,63471,16.3299,1314693
"46716","Sleeper",62000,28500,16.3299,68586
"46717","Day",80000,NA,16.3299,119944
"46718","Sleeper",80000,29000,16.3299,1148176
"46719","Sleeper",60000,30000,16.3299,1469697
"46723","Sleeper",79000,31600,16.3299,2572541
"46724","Sleeper",78000,32800,16.3299,1670915
"46727","Sleeper",79000,39000,16.3299,1959596
"46728","Unknown",52000,NA,16.3299,0
"46729","Sleeper",78000,33000,16.3299,1368190
"46732","Day",80000,34000,16.3299,690186
"46733","Sleeper",40000,28000,16.3299,2449495
"46734","Sleeper",80000,NA,16.3299,45169
"46735","Day",84000,27500,16.3299,1632997
"46736","Sleeper",52000,NA,16.3299,0
"46737","Day",80000,28000,16.3299,73485
"46738","Day",52000,NA,16.3299,0
"46739","Unknown",74000,36000,16.3299,230497
"46741","Day",80000,28000,16.3299,19857
"46747","Day",80000,26000,16.3299,2432561
"46748","Day",78000,32000,16.3299,579616
"46749","Sleeper",80000,34000,16.3299,1191108
"46751","Day",78000,28900,16.3299,809966
"46755","Day",78000,32000,16.3299,1264854
"46759","Sleeper",76460,30290,16.3299,111534
"46760","Day",80000,NA,16.3299,102226
"46762","Day",81000,25600,16.3299,979798
"46764","Sleeper",60000,38000,16.3299,489899
"46765","Sleeper",70000,33500,16.3299,185623
"46766","Day",52000,NA,16.3299,0
"46767","Sleeper",77000,33000,16.3299,1907699
"46769","Sleeper",56000,NA,16.3299,232375
"46775","Day",78000,32000,16.3299,1351664
"46777","Sleeper",79000,34000,16.3299,2006087
"46778","Sleeper",80000,40000,16.3299,1926936
"46779","Day",80000,29000,16.3299,804398
"46782","Sleeper",76000,35000,16.3299,2534460
"46784","Day",75000,27000,16.3299,1650176
"46785","Day",73180,28620,16.3299,29394
"46786","Day",80000,32000,16.3299,1325160
"46787","Sleeper",83300,NA,16.3299,1309059
"46788","Sleeper",80000,NA,16.3299,1737770
"46789","Unknown",79500,NA,16.3299,871334
"46790","Day",52000,NA,16.3299,0
"46792","Day",80000,28000,16.3299,1143098
"46799","Sleeper",65000,24000,16.3299,1257963
"46801","Sleeper",78000,32800,16.3299,1213137
"46802","Sleeper",75500,33500,16.3299,1963009
"46803","Sleeper",52000,NA,16.3299,0
"46804","Day",78000,28900,16.3299,522951
"46808","Sleeper",78000,32800,16.3299,1749838
"46809","Day",57500,18000,16.3299,32660
"46810","Sleeper",78000,32000,16.3299,2404294
"46812","Day",79900,27740,16.3299,1730405
"46814","Day",80000,34000,16.3299,1632997
"46820","Sleeper",77000,33000,16.3299,1848226
"46821","Day",36000,NA,16.3299,109917
"46823","Sleeper",25000,NA,16.3299,0
"46830","Day",78000,32000,16.3299,1721129
"46833","Sleeper",79000,39000,16.3299,1812626
"46834","Sleeper",80000,29000,16.3299,1588579
"46835","Day",180000,34000,16.3299,530724
"46836","Day",84000,31000,16.3299,1045118
"46837","Sleeper",60000,28000,16.3299,275176
"46838","Sleeper",76000,35000,16.3299,2471589
"46839","Sleeper",80000,32000,16.3299,1551347
"46841","Sleeper",78940,37940,16.3299,2097192
"46842","Day",50000,18680,16.3299,257981
"46843","Unknown",79500,NA,16.3299,1284793
"46844","Day",52000,NA,16.3299,0
"46845","Day",50000,40000,16.3299,326599
"46848","Sleeper",78000,34000,16.3299,913466
"46850","Sleeper",70000,34000,16.3299,4327441
"46851","Sleeper",71400,45500,16.3299,265738
"46852","Day",84000,32500,16.3299,313241
"46853","Sleeper",65000,24000,16.3299,1722093
"46854","Day",78000,32000,16.3299,1794043
"46855","Day",85000,34000,16.3299,355340
"46857","Day",72000,30000,16.3299,294201
"46858","Day",78000,28900,16.3299,500530
"46859","Sleeper",80000,35650,16.3299,2449495
"46860","Sleeper",60000,25000,16.3299,1176
"46864","Day",80000,NA,16.3299,1329259
"46872","Day",50000,18400,16.3299,163855
"46873","Sleeper",77000,33000,16.3299,2072273
"46874","Day",80000,40000,16.3299,164933
"46876","Sleeper",78000,32800,16.3299,924407
"46878","Sleeper",79000,32500,16.3299,2495007
"46879","Day",71400,NA,16.3299,571549
"46880","Day",78000,28900,16.3299,1069613
"46883","Day",78000,32000,16.3299,1563725
"46886","Day",82000,49000,16.3299,726879
"46888","Day",78800,28800,16.3299,489899
"46889","Day",52000,NA,16.3299,0
"46891","Sleeper",76000,35000,16.3299,2511271
"46892","Sleeper",80000,62299,16.3299,2330743
"46893","Unknown",80000,NA,16.3299,1001680
"46895","Day",75000,35880,16.3299,767508
"46896","Unknown",50000,NA,16.3299,1011821
"46898","Unknown",80000,NA,16.3299,1000194
"46900","Day",80000,29000,16.3299,1632997
"46901","Day",80000,NA,16.3299,274245
"46903","Day",80000,32000,16.3299,898148
"46906","Unknown",78000,NA,17.0904,1677891
"46907","Sleeper",80000,61711,17.0904,1381799
"46908","Sleeper",78000,27500,17.0904,1965404
"46909","Day",52000,NA,17.0904,0
"46910","Sleeper",24000,20000,17.0904,136724
"46911","Sleeper",80000,30240,17.0904,1777409
"46913","Sleeper",61460,32920,17.0904,2017923
"46914","Sleeper",80000,NA,17.0904,88238
"46915","Day",46000,22000,17.0904,444352
"46917","Sleeper",42500,34800,17.0904,2016675
"46918","Day",80000,34000,17.0904,1066445
"46919","Unknown",35000,NA,17.0904,1232565
"46920","Unknown",80000,NA,17.0904,1048329
"46921","Sleeper",80000,NA,17.0904,1677891
"46922","Day",80000,64386,17.0904,1918371
"46923","Day",80000,28000,17.0904,1311591
"46925","Sleeper",80000,61050,17.0904,1612793
"46926","Sleeper",84000,31000,17.0904,854523
"46927","Sleeper",55000,29950,17.0904,1367237
"46928","Day",88800,43800,17.0904,2263769
"46929","Day",55000,35000,17.0904,24251
"46931","Sleeper",78000,34000,17.0904,1463030
"46933","Day",79900,27080,17.0904,1812718
"46934","Sleeper",80000,32000,17.0904,854523
"46935","Day",78000,NA,17.0904,1744219
"46936","Sleeper",42000,31200,17.0904,1494083
"46937","Sleeper",78000,30000,17.0904,1367237
"46938","Unknown",70000,NA,17.0904,1744219
"46940","Day",80000,36000,17.0904,1110880
"46941","Day",45000,NA,17.0904,1367237
"46942","Day",76000,35000,17.0904,504528
"46943","Unknown",45000,NA,17.0904,1048329
"46944","Sleeper",78000,18000,17.0904,2612791
"46945","Sleeper",78940,37940,17.0904,957032
"46946","Sleeper",80000,31000,17.0904,2050856
"46947","Sleeper",65000,50472,17.0904,2166114
"46948","Sleeper",71000,31000,17.0904,1153607
"46949","Sleeper",80000,44000,17.0904,177741
"46950","Sleeper",60000,35000,17.0904,25089
"46951","Sleeper",79500,29500,17.0904,1556241
"46953","Day",79900,31400,17.0904,911913
"46954","Sleeper",70000,32880,17.0904,170905
"46955","Day",80000,34000,17.0904,1847480
"46956","Day",52000,NA,17.0904,0
"46957","Sleeper",78000,17000,17.0904,1554686
"46958","Sleeper",80000,NA,17.0904,244052
"46959","Day",33000,NA,17.0904,683619
"46960","Unknown",80000,NA,17.0904,1344627
"46961","Sleeper",80000,40000,17.0904,1343721
"46962","Day",80000,26000,17.0904,427262
"46963","Day",79460,29860,17.0904,1230514
"46964","Unknown",84000,NA,17.0904,1554686
"46965","Day",80000,29620,17.0904,705597
"46966","Day",65000,24720,17.0904,126538
"46967","Day",83000,30500,17.0904,1538142
"46968","Sleeper",25000,NA,17.0904,0
"46969","Sleeper",78000,31500,17.0904,1383012
"46970","Day",72000,NA,17.0904,68362
"46971","Unknown",78000,NA,17.0904,1744219
"46972","Day",80000,28000,17.0904,1281785
"46973","Sleeper",80000,32000,17.0904,341809
"46974","Day",78000,29400,17.0904,512714
"46975","Sleeper",70000,28000,17.0904,649438
"46976","Day",80000,30000,17.0904,1452690
"46977","Sleeper",79000,29000,17.0904,1452690
"46978","Day",100000,40000,17.0904,170905
"46979","Day",78000,30000,17.0904,51271
"46980","Sleeper",52000,NA,17.0904,0
"46981","Day",83000,31000,17.0904,2136309
"46982","Day",65000,51267,17.0904,335110
"46983","Sleeper",80000,35000,17.0904,1709047
"46984","Sleeper",80000,29000,17.0904,1562940
"46985","Sleeper",80000,61050,17.0904,1868125
"46986","Day",80000,31000,17.0904,702760
"46987","Sleeper",72000,33500,17.0904,2106366
"46988","Sleeper",78000,34000,17.0904,1419056
"46989","Day",78000,27000,17.0904,127324
"46990","Sleeper",80000,29000,17.0904,17090
"46991","Sleeper",77000,28000,17.0904,341809
"46992","Day",52000,NA,17.0904,0
"46993","Sleeper",70000,32000,17.0904,522165
"46994","Unknown",76000,NA,17.0904,1744219
"46995","Day",79000,28260,17.0904,76907
"46996","Unknown",78000,NA,17.0904,1344627
"46997","Sleeper",80000,61711,17.0904,1649709
"46998","Day",75000,30000,17.0904,766918
"46999","Sleeper",79000,30000,17.0904,272627
"47000","Unknown",52000,NA,17.0904,0
"47001","Sleeper",78000,34000,17.0904,1625492
"47002","Day",79000,NA,17.0904,1503107
"47004","Unknown",80000,NA,17.0904,1744219
"47005","Day",84000,NA,17.0904,70601
"47006","Day",100000,36000,17.0904,854523
"47007","Day",65000,38500,17.0904,963902
"47008","Sleeper",80000,NA,17.0904,1641010
"47010","Unknown",78000,NA,17.0904,1677891
"47011","Sleeper",80000,61711,17.0904,1245895
"47012","Sleeper",80000,31000,17.0904,1965404
"47013","Sleeper",79000,34000,17.0904,922885
"47014","Day",60000,47360,17.0904,1200981
"47015","Day",32000,NA,17.0904,2136309
"47016","Day",51000,34000,17.0904,11963
"47017","Sleeper",78000,36000,17.0904,2170489
"47019","Sleeper",50000,28000,17.0904,1259841
"47020","Day",82000,26400,17.0904,854523
"47021","Day",76000,29500,17.0904,34181
"47022","Sleeper",61460,32920,17.0904,1993244
"47023","Sleeper",33000,26000,17.0904,1726975
"47024","Day",46000,22000,17.0904,358900
"47026","Day",80000,27500,17.0904,2657824
"47027","Sleeper",78000,32000,17.0904,1712038
"47028","Day",80000,27500,17.0904,1439701
"47029","Day",47000,NA,17.0904,1162716
"47030","Sleeper",78000,18000,17.0904,2199441
"47031","Sleeper",80000,35000,17.0904,1709047
"47032","Day",78000,28000,17.0904,854523
"47033","Sleeper",80000,61050,17.0904,1851103
"47034","Day",75000,32000,17.0904,2311828
"47035","Day",53000,19000,17.0904,1362726
"47036","Sleeper",80000,29500,17.0904,1064787
"47037","Unknown",78000,NA,17.0904,1744219
"47039","Day",30000,NA,17.0904,208316
"47040","Day",75000,30000,17.0904,1195034
"47041","Sleeper",78000,18000,17.0904,2113612
"47042","Day",80000,49000,17.0904,205086
"47043","Sleeper",65000,51457,17.0904,55783
"47044","Sleeper",52000,NA,17.0904,0
"47045","Day",80000,30000,17.0904,1552669
"47046","Sleeper",80000,28500,17.0904,478533
"47047","Sleeper",70000,32000,17.0904,2559981
"47049","Day",50000,24260,17.0904,376742
"47050","Sleeper",79000,32000,17.0904,1709047
"47051","Sleeper",52000,NA,17.0904,0
"47052","Sleeper",80000,28000,17.0904,1538142
"47053","Day",80000,34000,17.0904,499896
"47054","Day",78000,28000,17.0904,35035
"47055","Day",80000,NA,17.0904,299186
"47056","Day",75000,35000,17.0904,35890
"47057","Sleeper",72000,28000,17.0904,2136309
"47059","Sleeper",78000,NA,17.0904,1344627
"47060","Sleeper",80000,61973,17.0904,1330185
"47061","Day",24000,NA,17.0904,1367237
"47062","Sleeper",78000,32500,17.0904,1310480
"47063","Unknown",80000,NA,17.0904,1744219
"47064","Sleeper",80000,30000,17.0904,1453527
"47065","Day",60000,29000,17.0904,151199
"47066","Day",80000,30000,17.0904,962381
"47067","Day",35000,28000,17.0904,659863
"47068","Sleeper",80000,28000,17.0904,256357
"47069","Sleeper",80000,31000,17.0904,1025428
"47070","Sleeper",78000,17000,17.0904,1677891
"47071","Day",80000,63894,17.0904,1869971
"47072","Sleeper",80000,61050,17.0904,2631454
"47073","Sleeper",83000,NA,17.0904,1879952
"47074","Day",75000,30000,17.0904,1145882
"47075","Unknown",50000,NA,17.0904,604951
"47076","Day",30750,28550,17.0904,1292808
"47078","Day",80000,30000,17.0904,1110880
"47079","Unknown",52000,NA,17.0904,0
"47080","Day",80000,NA,17.0904,322275
"47081","Day",78000,30000,17.0904,17090
"47082","Day",52000,NA,17.0904,0
"47083","Day",80000,28000,17.0904,1367237
"47084","Day",80000,63795,17.0904,2649091
"47085","Sleeper",80000,35000,17.0904,1709047
"47086","Sleeper",80000,61050,17.0904,2369559
"47087","Sleeper",80000,30000,17.0904,683619
"47089","Day",80000,NA,17.0904,807354
"47090","Sleeper",72000,33500,17.0904,1589055
"47091","Sleeper",79000,35000,17.0904,1593618
"47092","Sleeper",78000,34000,17.0904,1739656
"47093","Day",32000,NA,17.0904,25636
"47094","Day",80000,28000,17.0904,857429
"47095","Sleeper",33000,NA,17.0904,2136309
"47096","Day",80000,30000,17.0904,512714
"47097","Day",84000,24000,17.0904,769071
"47098","Unknown",78000,NA,17.0904,1677891
"47099","Sleeper",80000,61711,17.0904,1577929
"47100","Day",79100,31300,17.0904,769071
"47101","Day",79000,27000,17.0904,1122690
"47102","Day",60000,NA,17.0904,854523
"47103","Sleeper",78000,34000,17.0904,1507465
"47104","Day",82000,33280,17.0904,1002732
"47105","Sleeper",44000,32000,17.0904,17090
"47106","Sleeper",70000,31000,17.0904,427262
"47107","Sleeper",80000,33500,17.0904,1965404
"47108","Day",70000,29000,17.0904,512714
"47109","Sleeper",78500,35000,17.0904,2050856
"47110","Unknown",80000,NA,17.0904,1744219
"47111","Day",84000,NA,17.0904,167521
"47112","Day",100000,36000,17.0904,1709047
"47113","Sleeper",80000,NA,17.0904,1737468
"47114","Day",55000,17800,17.0904,3760
"47115","Sleeper",78000,31500,17.0904,1527546
"47116","Sleeper",78000,NA,17.0904,1344627
"47117","Day",80000,29000,17.0904,1110880
"47118","Day",65000,NA,17.0904,925962
"47119","Unknown",52000,NA,17.0904,0
"47120","Day",83000,32000,17.0904,1110880
"47121","Day",78000,33260,17.0904,461443
"47122","Day",70000,20000,17.0904,410171
"47124","Sleeper",61460,32920,17.0904,1905980
"47125","Sleeper",75000,33000,17.0904,1466413
"47126","Sleeper",78000,31500,17.0904,826205
"47128","Day",80000,27500,17.0904,2657824
"47129","Sleeper",80000,40000,17.0904,3085240
"47130","Sleeper",80000,40000,17.0904,683619
"47131","Sleeper",75000,43560,17.0904,2059829
"47132","Sleeper",78000,18000,17.0904,2164286
"47133","Day",76800,32000,17.0904,1025428
"47134","Sleeper",80000,35000,17.0904,1709047
"47135","Day",80000,27000,17.0904,769071
"47136","Sleeper",80000,61050,17.0904,2639657
"47138","Sleeper",80000,17870,17.0904,1858862
"47139","Sleeper",78500,30840,17.0904,2071296
"47140","Sleeper",52000,NA,17.0904,0
"47141","Sleeper",45000,33000,17.0904,2050856
"47142","Sleeper",80000,29000,17.0904,427262
"47143","Day",80000,30000,17.0904,1709047
"47144","Unknown",52000,NA,17.0904,0
"47145","Day",75000,30000,17.0904,1246835
"47146","Sleeper",52000,NA,17.0904,0
"47147","Unknown",76000,NA,17.0904,1744219
"47148","Sleeper",78000,27500,17.0904,736941
"47149","Day",80000,62667,17.0904,1309882
"47150","Unknown",60000,NA,17.0904,1554686
"47151","Day",80000,32000,17.0904,399541
"47152","Day",52000,NA,17.0904,0
"47153","Day",54000,26000,17.0904,42726
"47154","Day",52000,28000,17.0904,298622
"47155","Day",80000,NA,17.0904,335161
"47156","Unknown",80000,NA,17.0904,1344627
"47157","Day",76000,26000,17.0904,6153
"47158","Sleeper",80000,NA,17.0904,911913
"47159","Sleeper",80000,NA,17.0904,714040
"47160","Unknown",78000,NA,17.0904,1677891
"47161","Day",80000,62667,17.0904,1387814
"47162","Day",24000,NA,17.0904,854523
"47163","Day",78000,NA,17.0904,51271
"47164","Day",80000,31500,17.0904,1538142
"47165","Sleeper",60000,21000,17.0904,1452690
"47166","Day",79000,NA,17.0904,2071365
"47167","Unknown",52000,NA,17.0904,0
"47168","Sleeper",80000,NA,17.0904,427262
"47169","Sleeper",80000,28000,17.0904,794211
"47170","Day",80000,27000,17.0904,1136191
"47171","Sleeper",70000,32000,17.0904,2407842
"47172","Unknown",35000,NA,17.0904,495367
"47173","Sleeper",80000,39000,17.0904,170905
"47174","Sleeper",78000,31500,17.0904,1623184
"47175","Day",70000,34000,17.0904,325351
"47176","Day",80000,63894,17.0904,1793269
"47177","Unknown",80000,NA,17.0904,994802
"47178","Sleeper",80000,61050,17.0904,2987482
"47179","Sleeper",70000,31000,17.0904,1056276
"47180","Day",84000,31500,17.0904,786247
"47181","Sleeper",86000,46800,17.0904,444352
"47182","Sleeper",78000,34000,17.0904,1512694
"47183","Unknown",52000,NA,17.0904,0
"47184","Sleeper",78500,29000,17.0904,2384018
"47187","Sleeper",70000,40000,17.0904,259006
"47189","Day",80000,NA,17.0904,834904
"47191","Day",45000,25000,17.0904,248102
"47192","Sleeper",78000,18000,17.0904,1823621
"47193","Day",60000,27180,17.0904,572240
"47194","Sleeper",80000,35000,17.0904,1709047
"47195","Day",27000,22000,17.0904,697291
"47196","Day",80000,NA,17.0904,1491143
"47197","Sleeper",72000,33500,17.0904,2074014
"47198","Day",82000,49000,17.0904,571796
"47199","Day",80000,37000,17.0904,769071
"47200","Day",52000,NA,17.0904,0
"47201","Sleeper",33000,NA,17.0904,2221761
"47202","Sleeper",93000,30000,17.0904,1025428
"47203","Day",25000,NA,17.0904,0
"47204","Sleeper",78000,NA,17.0904,1744219
"47205","Sleeper",80000,61711,17.0904,1760865
"47206","Day",80000,35840,17.0904,1234445
"47207","Day",80000,NA,17.0904,478533
"47208","Day",60000,36000,17.0904,17090
"47209","Sleeper",78000,34000,17.0904,1312702
"47210","Day",28000,NA,17.0904,51271
"47211","Day",78000,26000,17.0904,182868
"47212","Day",84000,28000,17.0904,1180097
"47213","Unknown",80000,NA,17.0904,1744219
"47214","Day",80000,26000,17.0904,1914132
"47215","Day",80000,30000,17.0904,1452690
"47216","Day",65000,NA,17.0904,170905
"47217","Sleeper",80000,NA,17.0904,1916081
"47218","Sleeper",80000,34000,17.0904,1239486
"47219","Sleeper",78000,31500,17.0904,1334116
"47220","Sleeper",80000,NA,17.0904,1727898
"47221","Sleeper",80000,30500,17.0904,982702
"47222","Sleeper",78000,NA,17.0904,1744219
"47223","Sleeper",80000,61050,17.0904,2607048
"47224","Day",37700,31500,17.0904,703153
"47225","Day",80000,27000,17.0904,683619
"47227","Day",80000,33840,17.0904,683619
"47229","Day",80000,30000,17.0904,192268
"47230","Sleeper",80000,NA,17.0904,1691273
"47231","Day",80000,25000,17.0904,1709047
"47232","Sleeper",61460,32920,17.0904,1862365
"47233","Sleeper",83000,26000,17.0904,860932
"47234","Day",42000,23100,17.0904,492171
"47237","Day",78000,30000,17.0904,78616
"47238","Sleeper",79000,34500,17.0904,2574064
"47239","Day",80000,NA,17.0904,546895
"47240","Day",65000,54024,17.0904,1122844
"47241","Sleeper",80000,35000,17.0904,1709047
"47242","Day",60000,18500,17.0904,8545
"47243","Sleeper",80000,61050,17.0904,2061521
"47244","Sleeper",77500,27000,17.0904,1215389
"47245","Sleeper",80000,17870,17.0904,2499874
"47246","Sleeper",80000,34000,17.0904,1790859
"47247","Day",68500,22500,17.0904,68362
"47248","Sleeper",65000,30000,17.0904,1538142
"47250","Day",80000,27500,17.0904,1193564
"47251","Sleeper",80000,NA,17.0904,758372
"47252","Sleeper",79000,29500,17.0904,1879952
"47253","Sleeper",80000,33500,17.0904,1633148
"47254","Unknown",76000,NA,17.0904,1744219
"47255","Sleeper",78000,27500,17.0904,116557
"47256","Sleeper",78000,18000,17.0904,2089276
"47257","Day",78000,24000,17.0904,256357
"47258","Sleeper",80000,61711,17.0904,1688675
"47259","Sleeper",80000,30000,17.0904,1863921
"47260","Unknown",60000,NA,17.0904,1344627
"47261","Day",90000,36650,17.0904,1503961
"47262","Day",80000,28000,17.0904,1752354
"47263","Day",52000,NA,17.0904,0
"47264","Day",75000,27000,17.0904,76907
"47265","Day",78500,27000,17.0904,222911
"47266","Day",84000,30200,17.0904,2050856
"47267","Sleeper",80000,NA,17.0904,617769
"47268","Unknown",80000,NA,17.0904,1344627
"47269","Day",78000,29000,17.0904,365360
"47270","Unknown",80000,NA,17.0904,1058943
"47271","Sleeper",80000,NA,17.0904,1735742
"47272","Unknown",80000,NA,17.0904,1199153
"47273","Unknown",78000,NA,17.0904,1677891
"47274","Day",80000,62821,17.0904,1846181
"47275","Day",82000,26000,17.0904,1025428
"47276","Day",80000,40000,17.0904,136724
"47277","Day",80000,30000,17.0904,1367237
"47278","Sleeper",78000,24000,17.0904,2085413
"47279","Unknown",80000,NA,17.0904,1554686
"47280","Sleeper",61460,32920,17.0904,2115253
"47281","Day",46000,22000,17.0904,427262
"47282","Sleeper",80000,35650,17.0904,1794499
"47283","Sleeper",80000,32000,17.0904,1709047
"47284","Sleeper",80000,NA,17.0904,1066445
"47285","Sleeper",80000,NA,17.0904,1256132
"47286","Sleeper",80000,NA,17.0904,1677891
"47287","Day",80000,64386,17.0904,2296344
"47288","Sleeper",80000,61050,17.0904,1742202
"47289","Sleeper",80000,31000,17.0904,1025428
"47290","Sleeper",78000,34000,17.0904,1690179
"47293","Unknown",78000,NA,17.0904,1677891
"47294","Unknown",70000,NA,17.0904,1011158
"47296","Day",80000,36000,17.0904,1110880
"47297","Sleeper",60000,NA,17.0904,170905
"47298","Day",31480,30000,17.0904,105893
"47299","Day",76000,35000,17.0904,3418094
"47300","Unknown",45000,NA,17.0904,1048329
"47301","Sleeper",78000,18000,17.0904,729660
"47302","Day",60000,27180,17.0904,562875
"47303","Sleeper",80000,31000,17.0904,2050856
"47304","Sleeper",65000,50472,17.0904,2045114
"47305","Day",76000,28000,17.0904,128179
"47306","Sleeper",76000,44000,17.0904,1153470
"47307","Sleeper",60000,34500,17.0904,854523
"47308","Sleeper",72000,33500,17.0904,1244340
"47310","Sleeper",83000,30100,17.0904,1640685
"47311","Sleeper",80000,29000,17.0904,10254
"47312","Unknown",25000,NA,17.0904,0
"47314","Unknown",78000,NA,17.0904,1677891
"47315","Day",80000,62821,17.0904,1551883
"47316","Day",30000,20000,17.0904,460178
"47317","Unknown",75000,NA,17.0904,638585
"47318","Day",80000,30000,17.0904,1035956
"47319","Sleeper",76000,36000,17.0904,2392666
"47320","Day",80000,36760,17.0904,769071
"47321","Day",75000,20000,17.0904,51271
"47322","Sleeper",78000,34000,17.0904,1208843
"47323","Sleeper",60000,33120,17.0904,1759652
"47325","Day",100000,35000,17.0904,1674866
"47326","Unknown",65000,NA,17.0904,746101
"47327","Sleeper",80000,NA,17.0904,1429173
"47328","Sleeper",80000,31000,17.0904,2170028
"47329","Unknown",52000,NA,17.0904,0
"47330","Sleeper",78000,17500,17.0904,1744219
"47331","Sleeper",57100,32100,17.0904,2202244
"47332","Sleeper",52000,NA,17.0904,1574203
"47333","Sleeper",80000,28600,17.0904,842389
"47334","Day",48000,NA,17.0904,42726
"47336","Sleeper",61460,32920,17.0904,3310355
"47337","Day",42000,23100,17.0904,666084
"47338","Day",82500,31000,17.0904,2136309
"47339","Day",65000,51267,17.0904,759227
"47340","Sleeper",80000,35000,17.0904,3004624
"47341","Sleeper",80000,35000,17.0904,1984631
"47342","Sleeper",80000,61050,17.0904,1918371
"47343","Day",33000,NA,17.0904,1344627
"47344","Unknown",80000,NA,17.0904,994802
"47345","Day",80000,31000,17.0904,687037
"47346","Sleeper",72000,33500,17.0904,1916012
"47347","Day",33000,33000,17.0904,170905
"47348","Sleeper",78000,34000,17.0904,772592
"47350","Sleeper",79500,33600,17.0904,1306071
"47352","Sleeper",77000,31000,17.0904,2276467
"47353","Sleeper",78000,23000,17.0904,65730
"47354","Unknown",80000,NA,17.0904,1048329
"47355","Unknown",76000,NA,17.0904,1744219
"47357","Unknown",78000,NA,17.0904,1048329
"47358","Sleeper",80000,61711,17.0904,1579980
"47359","Sleeper",72000,27000,17.0904,64944
"47360","Day",84000,29500,17.0904,252939
"47361","Sleeper",79000,31000,17.0904,635885
"47362","Day",80000,28000,17.0904,598166
"47363","Sleeper",80000,28000,17.0904,256357
"47364","Day",78000,28000,17.0904,1657006
"47365","Day",60000,21000,17.0904,786162
"47366","Day",83000,31500,17.0904,975866
"47368","Unknown",79000,NA,17.0904,1256132
"47369","Unknown",70000,NA,17.0904,418716
"47370","Unknown",80000,NA,17.0904,1744219
"47371","Day",84000,30000,17.0904,957066
